'Nombre: AMBIENTALIA; Código: 12345678; Fecha: 13/04/2018 00:00:00; Canales: 12
#HHMM;4,PM10,µg/m³;5,PM2.5,µg/m³;1,NO,ppb;2,NO2,ppb;3,NOX,ppb;,SO2,ppb;,Latitud,grados;,Longitud,grados;,Altitud,m;,Humedad Int,% H.R.;,Temperatura Int,°C;,Estado Puerta,No definida;
0121 0.00D 0.00D 0.00D 0.00D 0.00D 0.00D 4°41'18''  74°4'33''  2577.6  45.7  17.0  0.000 
0122 0.00D 0.00D 0.00D 0.00D 0.00D 0.00D 4°41'18''  74°4'33''  2577.3  45.7  17.0  0.000 
0123 0.00D 0.00D 0.00D 0.00D 0.00D 0.00D 4°41'18''  74°4'33''  2572.5  45.8  17.0  0.000 
0124 0.00D 0.00D 0.00D 0.00D 0.00D 0.00D 4°41'18''  74°4'33''  2575.6  45.7  17.0  0.000 
0125 0.00D 0.00D 0.00D 0.00D 0.00D 0.00D 4°41'18''  74°4'33''  2581.5  45.6  17.0  0.000 
0126 0.00D 0.00D 0.00D 0.00D 0.00D 0.00D 4°41'18''  74°4'33''  2579.2  45.6  17.0  0.000 
0127 0.00D 0.00D 0.00D 0.00D 0.00D 0.00D 4°41'18''  74°4'33''  2576.7  45.6  17.0  0.000 
0128 0.00D 0.00D 0.00D 0.00D 0.00D 0.00D 4°41'18''  74°4'33''  2574.2  45.6  17.0  0.000 
0129 0.00D 0.00D 0.00D 0.00D 0.00D 0.00D 4°41'18''  74°4'33''  2569.9  45.7  17.0  0.000 
0130 0.00D 0.00D 0.00D 0.00D 0.00D 0.00D 4°41'18''  74°4'33''  2569.8  45.7  17.0  0.000 
0131 0.00D 0.00D 0.00D 0.00D 0.00D 0.00D 4°41'18''  74°4'33''  2569.5  45.6  17.0  0.000 
0132 0.00D 0.00D 0.00D 0.00D 0.00D 0.00D 4°41'18''  74°4'33''  2573.3  45.6  17.0  0.000 
0133 0.00D 0.00D 0.00D 0.00D 0.00D 0.00D 4°41'18''  74°4'33''  2581.6  45.6  17.0  0.000 
0134 0.00D 0.00D 0.00D 0.00D 0.00D 0.00D 4°41'18''  74°4'33''  2578.1  45.7  17.0  0.000 
0135 0.00D 0.00D 0.00D 0.00D 0.00D 0.00D 4°41'18''  74°4'33''  2577.2  45.7  17.0  0.000 
0136 0.00D 0.00D 0.00D 0.00D 0.00D 0.00D 4°41'18''  74°4'33''  2578.1  45.6  17.0  0.000 
0137 0.00D 0.00D 0.00D 0.00D 0.00D 0.00D 4°41'18''  74°4'33''  2585.7  45.6  17.0  0.000 
0138 0.00D 0.00D 0.00D 0.00D 0.00D 0.00D 4°41'18''  74°4'33''  2588.7  45.5  17.0  0.000 
0139 0.00D 0.00D 0.00D 0.00D 0.00D 0.00D 4°41'18''  74°4'33''  2589.4  45.5  17.0  0.000 
0140 0.00D 0.00D 0.00D 0.00D 0.00D 0.00D 4°41'18''  74°4'33''  2583.8  45.5  17.0  0.000 
0141 0.00D 0.00D 0.00D 0.00D 0.00D 0.00D 4°41'18''  74°4'33''  2566.5  45.5  17.0  0.000 
0142 0.00D 0.00D 0.00D 0.00D 0.00D 0.00D 4°41'18''  74°4'33''  2566.1  45.5  17.0  0.000 
0143 0.00D 0.00D 0.00D 0.00D 0.00D 0.00D 4°41'18''  74°4'33''  2564.8  45.6  17.0  0.000 
0144 0.00D 0.00D 0.00D 0.00D 0.00D 0.00D 4°41'18''  74°4'33''  2567.9  45.5  17.0  0.000 
0145 0.00D 0.00D 0.00D 0.00D 0.00D 0.00D 4°41'18''  74°4'33''  2575.0  45.5  17.0  0.000 
0146 0.00D 0.00D 0.00D 0.00D 0.00D 0.00D 4°41'18''  74°4'33''  2573.5  45.5  17.0  0.000 
0147 0.00D 0.00D 0.00D 0.00D 0.00D 0.00D 4°41'18''  74°4'33''  2565.4  45.6  17.0  0.000 
0148 0.00D 0.00D 0.00D 0.00D 0.00D 0.00D 4°41'18''  74°4'33''  2561.2  45.5  17.0  0.000 
0149 0.00D 0.00D 0.00D 0.00D 0.00D 0.00D 4°41'18''  74°4'33''  2554.9  45.4  17.0  0.000 
0150 0.00D 0.00D 0.00D 0.00D 0.00D 0.00D 4°41'18''  74°4'33''  2557.8  45.4  17.0  0.000 
0151 0.00D 0.00D 0.00D 0.00D 0.00D 0.00D 4°41'18''  74°4'33''  2564.2  45.4  17.0  0.000 
0152 0.00D 0.00D 0.00D 0.00D 0.00D 0.00D 4°41'18''  74°4'33''  2564.6  45.5  17.0  0.000 
0153 0.00D 0.00D 0.00D 0.00D 0.00D 0.00D 4°41'18''  74°4'33''  2569.7  45.4  17.0  0.000 
0154 0.00D 0.00D 0.00D 0.00D 0.00D 0.00D 4°41'18''  74°4'33''  2570.7  45.4  17.0  0.000 
0155 0.00D 0.00D 0.00D 0.00D 0.00D 0.00D 4°41'18''  74°4'33''  2576.3  45.4  17.0  0.000 
0156 0.00D 0.00D 0.00D 0.00D 0.00D 0.00D 4°41'18''  74°4'33''  2579.3  45.4  17.0  0.000 
0157 0.00D 0.00D 0.00D 0.00D 0.00D 0.00D 4°41'18''  74°4'33''  2589.2  45.5  17.0  0.000 
0158 0.00D 0.00D 0.00D 0.00D 0.00D 0.00D 4°41'18''  74°4'33''  2589.4  45.5  17.0  0.000 
0159 0.00D 0.00D 0.00D 0.00D 0.00D 0.00D 4°41'18''  74°4'33''  2591.6  45.4  17.0  0.000 
0200 0.00D 0.00D 0.00D 0.00D 0.00D 0.00D 4°41'18''  74°4'33''  2591.2  45.4  17.0  0.000 
0201 0.00D 0.00D 0.00D 0.00D 0.00D 0.00D 4°41'18''  74°4'33''  2580.6  45.4  17.0  0.000 
0202 0.00D 0.00D 0.00D 0.00D 0.00D 0.00D 4°41'18''  74°4'33''  2575.6  45.4  17.0  0.000 
0203 0.00D 0.00D 0.00D 0.00D 0.00D 0.00D 4°41'18''  74°4'33''  2570.4  45.4  17.0  0.000 
0204 0.00D 0.00D 0.00D 0.00D 0.00D 0.00D 4°41'18''  74°4'33''  2579.1  45.4  17.0  0.000 
0205 0.00D 0.00D 0.00D 0.00D 0.00D 0.00D 4°41'18''  74°4'33''  2595.4  45.3  17.0  0.000 
0206 0.00D 0.00D 0.00D 0.00D 0.00D 0.00D 4°41'18''  74°4'33''  2592.6  45.3  17.0  0.000 
0207 0.00D 0.00D 0.00D 0.00D 0.00D 0.00D 4°41'18''  74°4'33''  2581.5  45.4  17.0  0.000 
0208 0.00D 0.00D 0.00D 0.00D 0.00D 0.00D 4°41'18''  74°4'33''  2577.5  45.4  17.0  0.000 
0209 0.00D 0.00D 0.00D 0.00D 0.00D 0.00D 4°41'18''  74°4'33''  2570.3  45.4  17.0  0.000 
0210 0.00D 0.00D 0.00D 0.00D 0.00D 0.00D 4°41'18''  74°4'33''  2571.6  45.3  17.0  0.000 
0211 0.00D 0.00D 0.00D 0.00D 0.00D 0.00D 4°41'18''  74°4'33''  2573.6  45.3  17.0  0.000 
0212 0.00D 0.00D 0.00D 0.00D 0.00D 0.00D 4°41'18''  74°4'33''  2574.2  45.3  17.0  0.000 
0213 0.00D 0.00D 0.00D 0.00D 0.00D 0.00D 4°41'18''  74°4'33''  2580.8  45.4  17.0  0.000 
0214 0.00D 0.00D 0.00D 0.00D 0.00D 0.00D 4°41'18''  74°4'33''  2587.1  45.4  17.0  0.000 
0215 0.00D 0.00D 0.00D 0.00D 0.00D 0.00D 4°41'18''  74°4'33''  2590.8  45.4  17.0  0.000 
0216 0.00D 0.00D 0.00D 0.00D 0.00D 0.00D 4°41'18''  74°4'33''  2585.6  45.4  17.0  0.000 
0217 0.00D 0.00D 0.00D 0.00D 0.00D 0.00D 4°41'18''  74°4'33''  2587.2  45.4  17.0  0.000 
0218 0.00D 0.00D 0.00D 0.00D 0.00D 0.00D 4°41'18''  74°4'33''  2598.2  45.4  17.0  0.000 
0219 0.00D 0.00D 0.00D 0.00D 0.00D 0.00D 4°41'19''  74°4'32''  2629.7  45.4  17.0  0.000 
0220 0.00D 0.00D 0.00D 0.00D 0.00D 0.00D 4°41'19''  74°4'32''  2627.5  45.3  17.0  0.000 
0221 0.00D 0.00D 0.00D 0.00D 0.00D 0.00D 4°41'19''  74°4'32''  2622.4  45.2  17.0  0.000 
0222 0.00D 0.00D 0.00D 0.00D 0.00D 0.00D 4°41'18''  74°4'32''  2622.3  45.3  17.0  0.000 
0223 0.00D 0.00D 0.00D 0.00D 0.00D 0.00D 4°41'18''  74°4'33''  2608.7  45.2  17.0  0.000 
0224 0.00D 0.00D 0.00D 0.00D 0.00D 0.00D 4°41'18''  74°4'33''  2605.2  45.2  17.0  0.000 
0225 0.00D 0.00D 0.00D 0.00D 0.00D 0.00D 4°41'18''  74°4'33''  2603.7  45.3  17.0  0.000 
0226 0.00D 0.00D 0.00D 0.00D 0.00D 0.00D 4°41'18''  74°4'33''  2605.9  45.3  17.0  0.000 
0227 0.00D 0.00D 0.00D 0.00D 0.00D 0.00D 4°41'18''  74°4'32''  2619.3  45.2  17.0  0.000 
0228 0.00D 0.00D 0.00D 0.00D 0.00D 0.00D 4°41'18''  74°4'32''  2617.2  45.2  17.0  0.000 
0229 0.00D 0.00D 0.00D 0.00D 0.00D 0.00D 4°41'18''  74°4'33''  2603.4  45.2  17.0  0.000 
0230 0.00D 0.00D 0.00D 0.00D 0.00D 0.00D 4°41'19''  74°4'33''  2609.6  45.2  17.0  0.000 
0231 0.00D 0.00D 0.00D 0.00D 0.00D 0.00D 4°41'19''  74°4'33''  2601.3  45.2  17.0  0.000 
0232 0.00D 0.00D 0.00D 0.00D 0.00D 0.00D 4°41'19''  74°4'33''  2593.4  45.2  17.0  0.000 
0233 0.00D 0.00D 0.00D 0.00D 0.00D 0.00D 4°41'18''  74°4'33''  2577.5  45.2  17.0  0.000 
0234 0.00D 0.00D 0.00D 0.00D 0.00D 0.00D 4°41'18''  74°4'33''  2590.7  45.2  17.0  0.000 
0235 0.00D 0.00D 0.00D 0.00D 0.00D 0.00D 4°41'18''  74°4'32''  2637.8  45.1  17.0  0.000 
0236 0.00D 0.00D 0.00D 0.00D 0.00D 0.00D 4°41'18''  74°4'32''  2644.6  45.1  17.0  0.000 
0237 0.00D 0.00D 0.00D 0.00D 0.00D 0.00D 4°41'18''  74°4'32''  2656.8  45.2  17.0  0.000 
0238 0.00D 0.00D 0.00D 0.00D 0.00D 0.00D 4°41'18''  74°4'32''  2645.1  45.2  17.0  0.000 
0239 0.00D 0.00D 0.00D 0.00D 0.00D 0.00D 4°41'18''  74°4'32''  2601.7  45.3  17.0  0.000 
0240 0.00D 0.00D 0.00D 0.00D 0.00D 0.00D 4°41'17''  74°4'32''  2587.1  45.2  17.0  0.000 
0241 0.00D 0.00D 0.00D 0.00D 0.00D 0.00D 4°41'17''  74°4'33''  2561.4  45.2  17.0  0.000 
0242 0.00D 0.00D 0.00D 0.00D 0.00D 0.00D 4°41'18''  74°4'33''  2563.0  45.2  17.0  0.000 
0243 0.00D 0.00D 0.00D 0.00D 0.00D 0.00D 4°41'18''  74°4'33''  2562.7  45.2  17.0  0.000 
0244 0.00D 0.00D 0.00D 0.00D 0.00D 0.00D 4°41'18''  74°4'33''  2563.4  45.2  17.0  0.000 
